               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.050114,            0.030753,            0.046214,             0.89243,              0.8466,             0.92854,             0.47939,            0.025968,            0.018777,            0.012089,           0.0033325,           0.0033325,            0.070007
                   1,            0.041319,            0.025494,            0.020795,             0.91256,               0.891,             0.93125,             0.53732,            0.025159,            0.018385,           0.0070964,           0.0036662,           0.0036662,            0.037008
